,geometry,n_bus,dist_nearest_bus,n_bus_routes,n_bus_trips,n_metro,dist_nearest_metro,n_metro_routes,n_metro_trips,dist_nearest_cycle_path,validations_bus,validations_metro,dist_nearest_school,dist_nearest_attraction
978,"POLYGON ((-8.665093833333334 41.17362646666668, -8.664323416666667 41.17362646666668, -8.664323416666667 41.174395750000016, -8.665093833333334 41.174395750000016, -8.665093833333334 41.17362646666668))",0,0.0014517542061392027,1,34,0,0.006549518397218195,1,1,0.00849971750944777,1.4373809523809522,648.2174908147099,0.005103249285423774,0.024120193257649747
979,"POLYGON ((-8.665093833333334 41.174395750000016, -8.664323416666667 41.174395750000016, -8.664323416666667 41.17516503333335, -8.665093833333334 41.17516503333335, -8.665093833333334 41.174395750000016))",0,0.0017219299313997755,2,34,0,0.005804092099015387,1,1,0.008851516621615933,189.76850897517176,648.2174908147099,0.0058549342063658185,0.02488610476841938
980,"POLYGON ((-8.665093833333334 41.17516503333335, -8.664323416666667 41.17516503333335, -8.664323416666667 41.175934316666684, -8.665093833333334 41.175934316666684, -8.665093833333334 41.17516503333335))",0,0.001042335835416085,2,34,0,0.005065804244746941,1,1,0.009253868654231714,189.76850897517176,648.2174908147099,0.006610669372042201,0.02565221807167967
981,"POLYGON ((-8.665093833333334 41.175934316666684, -8.664323416666667 41.175934316666684, -8.664323416666667 41.17670360000002, -8.665093833333334 41.17670360000002, -8.665093833333334 41.175934316666684))",0,0.0006256828212623239,2,34,0,0.004338300807011193,1,1,0.009696249861526021,189.76850897517176,648.2174908147099,0.007369208792410349,0.02641851561204585
982,"POLYGON ((-8.665093833333334 41.17670360000002, -8.664323416666667 41.17670360000002, -8.664323416666667 41.17747288333335, -8.665093833333334 41.17747288333335, -8.665093833333334 41.17670360000002))",0,0.000938129887460609,2,34,0,0.0036280750863581577,1,1,0.01017761460438978,189.76850897517176,648.2174908147099,0.008129767561209577,0.027184981809506622
983,"POLYGON ((-8.665093833333334 41.17747288333335, -8.664323416666667 41.17747288333335, -8.664323416666667 41.178242166666685, -8.665093833333334 41.178242166666685, -8.665093833333334 41.17747288333335))",0,0.0012805357172555305,2,46,0,0.0029476426964831154,1,1,0.010692708281253793,189.76850897517176,648.2174908147099,0.008891827521194683,0.027951602789778176
984,"POLYGON ((-8.665093833333334 41.178242166666685, -8.664323416666667 41.178242166666685, -8.664323416666667 41.17901145000002, -8.665093833333334 41.17901145000002, -8.665093833333334 41.178242166666685))",0,0.0017450637907348923,2,46,0,0.0023233294630700787,1,1,0.011236893495721104,189.76850897517176,648.2174908147099,0.009655033217327339,0.028718366157303634
985,"POLYGON ((-8.665093833333334 41.17901145000002, -8.664323416666667 41.17901145000002, -8.664323416666667 41.17978073333335, -8.665093833333334 41.17978073333335, -8.665093833333334 41.17901145000002))",0,0.0017898966441777635,3,77,0,0.0018140330249609344,1,1,0.011806148151471185,79.0632034632035,648.2174908147099,0.010419132875766384,0.029485260803782862
986,"POLYGON ((-8.664323416666667 41.14670155, -8.663553 41.14670155, -8.663553 41.14747083333334, -8.664323416666667 41.14747083333334, -8.664323416666667 41.14670155))",0,0.0016428812178061949,1,30,0,0.03319864558753555,6,247,0.0005515622245144675,137.4906746031746,2458.561957334253,0.014318380569398154,0.004226682767071289
987,"POLYGON ((-8.664323416666667 41.14747083333334, -8.663553 41.14747083333334, -8.663553 41.14824011666667, -8.664323416666667 41.14824011666667, -8.664323416666667 41.14747083333334))",0,0.0013091626466752615,1,30,0,0.03260630700853796,1,1,8.3593876503933e-05,137.4906746031746,648.2174908147099,0.013776824014827806,0.0037381219463320475
988,"POLYGON ((-8.664323416666667 41.14824011666667, -8.663553 41.14824011666667, -8.663553 41.149009400000004, -8.664323416666667 41.149009400000004, -8.664323416666667 41.14824011666667))",0,0.0013828769536671653,1,30,0,0.031838975564567634,1,1,0.0007770443608465279,137.4906746031746,648.2174908147099,0.01325780266239431,0.003356465082757843
989,"POLYGON ((-8.664323416666667 41.149009400000004, -8.663553 41.149009400000004, -8.663553 41.14977868333334, -8.664323416666667 41.14977868333334, -8.664323416666667 41.149009400000004))",0,0.0015165394097643677,3,156,0,0.031071740649045863,1,1,0.0014826853327385672,151.6683982683983,648.2174908147099,0.012764065834539026,0.003121178256971968
990,"POLYGON ((-8.664323416666667 41.14977868333334, -8.663553 41.14977868333334, -8.663553 41.15054796666667, -8.664323416666667 41.15054796666667, -8.664323416666667 41.14977868333334))",0,0.0008983069878652898,3,156,0,0.030304609593509235,1,1,0.0018678101493223135,151.6683982683983,648.2174908147099,0.012298659094208882,0.003066144690925289
991,"POLYGON ((-8.664323416666667 41.15054796666667, -8.663553 41.15054796666667, -8.663553 41.151317250000005, -8.664323416666667 41.151317250000005, -8.664323416666667 41.15054796666667))",0,0.000705416757267246,3,156,0,0.02953759049013991,1,1,0.001410496179720674,151.6683982683983,648.2174908147099,0.01186491669152303,0.0032006759463384426
992,"POLYGON ((-8.664323416666667 41.151317250000005, -8.663553 41.151317250000005, -8.663553 41.15208653333334, -8.664323416666667 41.15208653333334, -8.664323416666667 41.151317250000005))",0,0.0011712659187027125,3,156,0,0.028770692292755983,1,1,0.0012640859007809941,151.6683982683983,648.2174908147099,0.011466432504127171,0.0035029992085591696
993,"POLYGON ((-8.664323416666667 41.15208653333334, -8.663553 41.15208653333334, -8.663553 41.15285581666667, -8.664323416666667 41.15285581666667, -8.664323416666667 41.15208653333334))",0,0.0017168998384541263,2,113,0,0.028003924934565782,1,1,0.001377058501711604,116.02400932400934,648.2174908147099,0.011076515655089197,0.0039346250254210235
994,"POLYGON ((-8.664323416666667 41.15285581666667, -8.663553 41.15285581666667, -8.663553 41.153625100000006, -8.664323416666667 41.153625100000006, -8.664323416666667 41.15285581666667))",0,0.001857210492194019,2,113,0,0.02723729946543583,1,1,0.001604192550428344,116.02400932400934,648.2174908147099,0.010380909485849544,0.0044581541494386505
995,"POLYGON ((-8.664323416666667 41.153625100000006, -8.663553 41.153625100000006, -8.663553 41.15439438333334, -8.664323416666667 41.15439438333334, -8.664323416666667 41.153625100000006))",0,0.0015063280591369357,1,46,0,0.026470828213207714,1,1,0.0012709324001780882,145.25687645687643,648.2174908147099,0.009696440488313193,0.005045056634320337
996,"POLYGON ((-8.664323416666667 41.15439438333334, -8.663553 41.15439438333334, -8.663553 41.155163666666674, -8.664323416666667 41.155163666666674, -8.664323416666667 41.15439438333334))",0,0.0009760408933435765,1,46,0,0.02570452497343614,1,1,0.0008633462079652174,145.25687645687643,648.2174908147099,0.009025642815178165,0.005675706842394185
997,"POLYGON ((-8.664323416666667 41.155163666666674, -8.663553 41.155163666666674, -8.663553 41.15593295000001, -8.664323416666667 41.15593295000001, -8.664323416666667 41.155163666666674))",0,0.0009054728726571651,1,46,0,0.02493840523412571,1,1,0.0004560487014784672,145.25687645687643,648.2174908147099,0.008371803390253868,0.006337057169684907
998,"POLYGON ((-8.664323416666667 41.15593295000001, -8.663553 41.15593295000001, -8.663553 41.15670223333334, -8.664323416666667 41.15670223333334, -8.664323416666667 41.15593295000001))",1,0.00021024769561125593,1,46,0,0.024172486442781617,1,1,1.8846841124561924e-05,13.198268398268397,648.2174908147099,0.007739221503273738,0.007020436786758183
999,"POLYGON ((-8.664323416666667 41.15670223333334, -8.663553 41.15670223333334, -8.663553 41.157471516666675, -8.664323416666667 41.157471516666675, -8.664323416666667 41.15670223333334))",0,0.0005591647033423179,1,46,0,0.023406788325726017,1,1,0.0004276998621332689,13.198268398268397,648.2174908147099,0.007133554558724079,0.007719997763974433
1000,"POLYGON ((-8.664323416666667 41.157471516666675, -8.663553 41.157471516666675, -8.663553 41.15824080000001, -8.664323416666667 41.15824080000001, -8.664323416666667 41.157471516666675))",0,0.0008597264406725181,2,112,0,0.022641333271647152,1,1,0.0008439051890451729,141.6717948717949,648.2174908147099,0.006562259176661248,0.008431713465759768
1001,"POLYGON ((-8.664323416666667 41.15824080000001, -8.663553 41.15824080000001, -8.663553 41.15901008333334, -8.664323416666667 41.15901008333334, -8.664323416666667 41.15824080000001))",1,0.00027549035322272703,2,112,0,0.0218761467951847,1,1,0.0009102806596931935,141.6717948717949,648.2174908147099,0.006035104311859425,0.009152748885191174
1002,"POLYGON ((-8.664323416666667 41.15901008333334, -8.663553 41.15901008333334, -8.663553 41.159779366666676, -8.664323416666667 41.159779366666676, -8.664323416666667 41.15901008333334))",0,0.0007721748574810529,2,112,0,0.021111258100485905,1,1,0.0013710921910081288,141.6717948717949,648.2174908147099,0.005564648803141906,0.009881064013344843
1003,"POLYGON ((-8.664323416666667 41.159779366666676, -8.663553 41.159779366666676, -8.663553 41.16054865000001, -8.664323416666667 41.16054865000001, -8.664323416666667 41.159779366666676))",0,0.0015166432606985578,2,112,0,0.020346700770881118,1,1,0.0020010639170649066,141.6717948717949,648.2174908147099,0.005166405156724278,0.0106151605550873
1004,"POLYGON ((-8.664323416666667 41.16054865000001, -8.663553 41.16054865000001, -8.663553 41.16131793333334, -8.664323416666667 41.16131793333334, -8.664323416666667 41.16054865000001))",0,0.001936380092979264,2,49,0,0.019582513618732166,1,1,0.0025156714580408896,26.88636363636364,648.2174908147099,0.004858164455677962,0.01135391716011657
1005,"POLYGON ((-8.664323416666667 41.16131793333334, -8.663553 41.16131793333334, -8.663553 41.16208721666668, -8.664323416666667 41.16208721666668, -8.664323416666667 41.16131793333334))",0,0.0012121574601560306,2,49,0,0.018818741740358996,1,1,0.002003447490978426,26.88636363636364,648.2174908147099,0.004657829452366677,0.012096480059954506
1006,"POLYGON ((-8.664323416666667 41.16208721666668, -8.663553 41.16208721666668, -8.663553 41.16285650000001, -8.664323416666667 41.16285650000001, -8.664323416666667 41.16208721666668))",0,0.0006104729689317065,2,49,0,0.018055437835903847,1,1,0.0012447123906311308,26.88636363636364,648.2174908147099,0.004579583193929542,0.01284218900722097
1007,"POLYGON ((-8.664323416666667 41.16285650000001, -8.663553 41.16285650000001, -8.663553 41.163625783333345, -8.664323416666667 41.163625783333345, -8.664323416666667 41.16285650000001))",0,0.0006779546277490024,2,49,0,0.017292663875071473,1,1,0.00048597729029084324,26.88636363636364,648.2174908147099,0.004629620173060801,0.013590526143134449
1008,"POLYGON ((-8.664323416666667 41.163625783333345, -8.663553 41.163625783333345, -8.663553 41.16439506666668, -8.664323416666667 41.16439506666668, -8.664323416666667 41.163625783333345))",0,0.0005542039574282152,2,112,0,0.016530493218295264,1,1,0.00027275781004944434,26.88636363636364,648.2174908147099,0.004803933529659956,0.014341080046187067
1009,"POLYGON ((-8.664323416666667 41.16439506666668, -8.663553 41.16439506666668, -8.663553 41.16516435000001, -8.664323416666667 41.16516435000001, -8.664323416666667 41.16439506666668))",0,0.0011343308607543719,2,112,0,0.015769013345098656,1,1,0.0010314929103897319,439.2755411255412,648.2174908147099,0.004680044217559545,0.015093520021153406
1010,"POLYGON ((-8.664323416666667 41.16516435000001, -8.663553 41.16516435000001, -8.663553 41.165933633333346, -8.664323416666667 41.165933633333346, -8.664323416666667 41.16516435000001))",0,0.0018573811323352553,2,112,0,0.01500832940102909,1,1,0.0017902280107230113,439.2755411255412,648.2174908147099,0.0039920910364603475,0.01584757741929162
1011,"POLYGON ((-8.664323416666667 41.165933633333346, -8.663553 41.165933633333346, -8.663553 41.16670291666668, -8.664323416666667 41.16670291666668, -8.664323416666667 41.165933633333346))",0,0.002488515171965185,2,49,0,0.014248568862701871,1,1,0.002548963111070307,439.2755411255412,648.2174908147099,0.0033398145909993735,0.016603031867290282
1012,"POLYGON ((-8.664323416666667 41.16670291666668, -8.663553 41.16670291666668, -8.663553 41.16747220000001, -8.664323416666667 41.16747220000001, -8.664323416666667 41.16670291666668))",0,0.0031444195392051236,2,68,0,0.013489887751742828,1,1,0.0033076982114105943,439.2755411255412,648.2174908147099,0.0027487316811681053,0.0173597009768527
1013,"POLYGON ((-8.664323416666667 41.16747220000001, -8.663553 41.16747220000001, -8.663553 41.16824148333335, -8.664323416666667 41.16824148333335, -8.664323416666667 41.16747220000001))",0,0.0033351585401867664,3,46,0,0.012732479026809865,1,1,0.004066433311743873,163.3047619047619,648.2174908147099,0.002267219420737445,0.01811743255869498
1014,"POLYGON ((-8.664323416666667 41.16824148333335, -8.663553 41.16824148333335, -8.663553 41.16901076666668, -8.664323416666667 41.16901076666668, -8.664323416666667 41.16824148333335))",0,0.0028779611475205293,3,46,0,0.011976584090440234,1,1,0.004825168412084161,163.3047619047619,648.2174908147099,0.001977026970565421,0.018876098662756403
1015,"POLYGON ((-8.664323416666667 41.16901076666668, -8.663553 41.16901076666668, -8.663553 41.169780050000014, -8.664323416666667 41.169780050000014, -8.664323416666667 41.16901076666668))",0,0.0025462219370249676,2,40,0,0.011222508831645136,1,1,0.005583903512431457,189.76850897517176,648.2174908147099,0.00196483614502894,0.01963559096710697
1016,"POLYGON ((-8.664323416666667 41.169780050000014, -8.663553 41.169780050000014, -8.663553 41.17054933333335, -8.664323416666667 41.17054933333335, -8.664323416666667 41.169780050000014))",0,0.002344330872553746,2,40,0,0.010470646406575015,1,1,0.006342638612764737,189.76850897517176,648.2174908147099,0.0022352002606391376,0.020395817174663298
1017,"POLYGON ((-8.664323416666667 41.17054933333335, -8.663553 41.17054933333335, -8.663553 41.17131861666668, -8.664323416666667 41.17131861666668, -8.664323416666667 41.17054933333335))",0,0.0017203630826187883,1,34,0,0.009721510251006546,1,1,0.007101373713105025,1.4373809523809522,648.2174908147099,0.002704672443643667,0.021156698171293495
1018,"POLYGON ((-8.664323416666667 41.17131861666668, -8.663553 41.17131861666668, -8.663553 41.172087900000015, -8.664323416666667 41.172087900000015, -8.664323416666667 41.17131861666668))",0,0.0009924398039078788,1,34,0,0.008975783010027326,1,1,0.00786010881345232,1.4373809523809522,648.2174908147099,0.0032890697079231055,0.021918165764824738
1019,"POLYGON ((-8.664323416666667 41.172087900000015, -8.663553 41.172087900000015, -8.663553 41.17285718333335, -8.664323416666667 41.17285718333335, -8.664323416666667 41.172087900000015))",0,0.0004402477559731251,1,34,0,0.008234390895500508,1,1,0.0086188439137856,1.4373809523809522,648.2174908147099,0.00393754996838945,0.02268016087180005
1020,"POLYGON ((-8.664323416666667 41.17285718333335, -8.663553 41.17285718333335, -8.663553 41.17362646666668, -8.664323416666667 41.17362646666668, -8.664323416666667 41.17285718333335))",0,0.0007656977881542964,1,34,0,0.00749861986570685,1,1,0.008932776016886556,1.4373809523809522,648.2174908147099,0.004623225460383439,0.023442632052345435
1021,"POLYGON ((-8.664323416666667 41.17362646666668, -8.663553 41.17362646666668, -8.663553 41.174395750000016, -8.664323416666667 41.174395750000016, -8.664323416666667 41.17362646666668))",0,0.0014431345904751486,1,34,0,0.00677030280378493,1,1,0.009204077489692476,1.3703703703703705,648.2174908147099,0.005331765303844705,0.02420553431770938
1022,"POLYGON ((-8.664323416666667 41.174395750000016, -8.663553 41.174395750000016, -8.663553 41.17516503333335, -8.664323416666667 41.17516503333335, -8.664323416666667 41.174395750000016))",0,0.0015613628971647678,1,34,0,0.006052131352944294,1,1,0.009529910345779434,1.3703703703703705,648.2174908147099,0.006055148433108514,0.024968828153603444
1023,"POLYGON ((-8.664323416666667 41.17516503333335, -8.663553 41.17516503333335, -8.663553 41.175934316666684, -8.664323416666667 41.175934316666684, -8.664323416666667 41.17516503333335))",0,0.0008494041848467869,2,34,0,0.0053481942247392816,1,1,0.009904894429261426,189.76850897517176,648.2174908147099,0.006788631491881173,0.025732478714971148
1024,"POLYGON ((-8.664323416666667 41.175934316666684, -8.663553 41.175934316666684, -8.663553 41.17670360000002, -8.664323416666667 41.17670360000002, -8.664323416666667 41.175934316666684))",1,0.0001627957870015929,2,34,0,0.00466493973289607,1,1,0.010322070783288947,189.76850897517176,648.2174908147099,0.007529263324671408,0.02649645515844232
1025,"POLYGON ((-8.664323416666667 41.17670360000002, -8.663553 41.17670360000002, -8.663553 41.17747288333335, -8.664323416666667 41.17747288333335, -8.664323416666667 41.17670360000002))",0,0.00046311008267151826,2,46,0,0.0040129462557691,1,1,0.010775514972082404,189.76850897517176,648.2174908147099,0.008275124687000158,0.027260730085649578
1026,"POLYGON ((-8.664323416666667 41.17747288333335, -8.663553 41.17747288333335, -8.663553 41.178242166666685, -8.664323416666667 41.178242166666685, -8.664323416666667 41.17747288333335))",0,0.0006605703333967698,2,46,0,0.003410191532094457,1,1,0.01126329855175993,189.76850897517176,648.2174908147099,0.009024919093974147,0.028025279076879312
1027,"POLYGON ((-8.664323416666667 41.178242166666685, -8.663553 41.178242166666685, -8.663553 41.17901145000002, -8.664323416666667 41.17901145000002, -8.664323416666667 41.178242166666685))",0,0.0013571400354903747,2,46,0,0.0028876752957020615,1,1,0.011781156959834768,189.76850897517176,648.2174908147099,0.009777741784982781,0.02879008029798453
1028,"POLYGON ((-8.664323416666667 41.17901145000002, -8.663553 41.17901145000002, -8.663553 41.17978073333335, -8.664323416666667 41.17978073333335, -8.664323416666667 41.17901145000002))",0,0.0014516948355028892,3,77,0,0.0024963021922610666,1,1,0.012325299917347666,79.0632034632035,648.2174908147099,0.010532943457029466,0.029555114168050987
1029,"POLYGON ((-8.663553 41.14670155, -8.662782583333334 41.14670155, -8.662782583333334 41.14747083333334, -8.663553 41.14747083333334, -8.663553 41.14670155))",0,0.0022958577491934717,1,30,0,0.03256117561114818,6,247,0.0001827293889253422,137.4906746031746,2458.561957334253,0.013792842786390461,0.004814156178757489
1030,"POLYGON ((-8.663553 41.14747083333334, -8.662782583333334 41.14747083333334, -8.662782583333334 41.14824011666667, -8.663553 41.14824011666667, -8.663553 41.14747083333334))",0,0.0020702200231282482,1,30,0,0.03213122612898534,6,247,0.0005054990614278592,137.4906746031746,2458.561957334253,0.013229791001202584,0.004391447163027331
1031,"POLYGON ((-8.663553 41.14824011666667, -8.662782583333334 41.14824011666667, -8.662782583333334 41.149009400000004, -8.663553 41.149009400000004, -8.663553 41.14824011666667))",0,0.002117605434847372,1,30,0,0.03171411076505381,6,247,0.0011545873243108988,137.4906746031746,2458.561957334253,0.01268841288085135,0.004071499766889851
1032,"POLYGON ((-8.663553 41.149009400000004, -8.662782583333334 41.149009400000004, -8.662782583333334 41.14977868333334, -8.663553 41.14977868333334, -8.663553 41.149009400000004))",0,0.0019856761811280774,3,156,0,0.03113809498767674,1,1,0.0017691763584903844,151.6683982683983,648.2174908147099,0.012171600824394923,0.003879820383961875
1033,"POLYGON ((-8.663553 41.14977868333334, -8.662782583333334 41.14977868333334, -8.662782583333334 41.15054796666667, -8.663553 41.15054796666667, -8.663553 41.14977868333334))",0,0.001565239138080357,3,156,0,0.030372639910205734,1,1,0.0011949027717374743,151.6683982683983,648.2174908147099,0.01168261552545198,0.0038356871308412046
1034,"POLYGON ((-8.663553 41.15054796666667, -8.662782583333334 41.15054796666667, -8.662782583333334 41.151317250000005, -8.663553 41.151317250000005, -8.663553 41.15054796666667))",0,0.0014630895107150368,3,156,0,0.029607383276189978,1,1,0.0007927504647340804,151.6683982683983,648.2174908147099,0.011225094124182058,0.003944056162566778
1035,"POLYGON ((-8.663553 41.151317250000005, -8.662782583333334 41.151317250000005, -8.662782583333334 41.15208653333334, -8.663553 41.15208653333334, -8.663553 41.151317250000005))",0,0.0012567755795008634,2,113,0,0.02884234088115004,1,1,0.0004937817066510784,116.02400932400934,648.2174908147099,0.01080303496114258,0.004193120074023359
1036,"POLYGON ((-8.663553 41.15208653333334, -8.662782583333334 41.15208653333334, -8.662782583333334 41.15285581666667, -8.663553 41.15285581666667, -8.663553 41.15208653333334))",0,0.0009472998049112453,2,113,0,0.028077530237554823,1,1,0.0006349297019987182,116.02400932400934,648.2174908147099,0.010420747782223285,0.004559882300090748
1037,"POLYGON ((-8.663553 41.15285581666667, -8.662782583333334 41.15285581666667, -8.662782583333334 41.153625100000006, -8.663553 41.153625100000006, -8.663553 41.15285581666667))",0,0.0011827352524621177,2,113,0,0.02731297081369658,1,1,0.0008900089120589727,116.02400932400934,648.2174908147099,0.010082757460309398,0.005018604479351661
1038,"POLYGON ((-8.663553 41.153625100000006, -8.662782583333334 41.153625100000006, -8.662782583333334 41.15439438333334, -8.663553 41.15439438333334, -8.663553 41.153625100000006))",0,0.0012430975241006505,1,46,0,0.02654868431378783,1,1,0.0006363123264607248,145.25687645687643,648.2174908147099,0.009793651278256625,0.005546516829823122
1039,"POLYGON ((-8.663553 41.15439438333334, -8.662782583333334 41.15439438333334, -8.662782583333334 41.155163666666674, -8.663553 41.155163666666674, -8.663553 41.15439438333334))",0,0.00047845904543737775,1,46,0,0.02578469500711638,1,1,0.0001994595327008541,145.25687645687643,648.2174908147099,0.0094398583089928,0.0061257571500029015
1040,"POLYGON ((-8.663553 41.155163666666674, -8.662782583333334 41.155163666666674, -8.662782583333334 41.15593295000001, -8.663553 41.15593295000001, -8.663553 41.155163666666674))",1,0.00031007798341697645,1,46,0,0.025021030117113062,1,1,0.00017755807510663464,145.25687645687643,648.2174908147099,0.008816790156953342,0.006743111008419362
1041,"POLYGON ((-8.663553 41.15593295000001, -8.662782583333334 41.15593295000001, -8.662782583333334 41.15670223333334, -8.663553 41.15670223333334, -8.663553 41.15593295000001))",0,0.0008046253225216391,1,46,0,0.024257720282962938,1,1,0.0006151519584343357,13.198268398268397,648.2174908147099,0.008218530655988198,0.007389031409926409
1042,"POLYGON ((-8.663553 41.15670223333334, -8.662782583333334 41.15670223333334, -8.662782583333334 41.157471516666675, -8.663553 41.157471516666675, -8.663553 41.15670223333334))",0,0.0009570177540657805,1,46,0,0.0234948001103511,1,1,0.0010519621540065781,13.198268398268397,648.2174908147099,0.007650901731755301,0.00805665054323332
1043,"POLYGON ((-8.663553 41.157471516666675, -8.662782583333334 41.157471516666675, -8.662782583333334 41.15824080000001, -8.663553 41.15824080000001, -8.663553 41.157471516666675))",0,0.0013232851991097363,2,112,0,0.02273230883165647,1,1,0.0015012146122088273,141.6717948717949,648.2174908147099,0.0071212317872934,0.008740997910346741
1044,"POLYGON ((-8.663553 41.15824080000001, -8.662782583333334 41.15824080000001, -8.662782583333334 41.15901008333334, -8.663553 41.15901008333334, -8.663553 41.15824080000001))",0,0.0010430000479914852,2,112,0,0.021970291101951294,1,1,0.0016224024692873052,141.6717948717949,648.2174908147099,0.006638612861261561,0.009438435498289946
1045,"POLYGON ((-8.663553 41.15901008333334, -8.662782583333334 41.15901008333334, -8.662782583333334 41.159779366666676, -8.663553 41.159779366666676, -8.663553 41.15901008333334))",0,0.0012681514798782289,2,112,0,0.0212087979641785,1,1,0.001977055655048416,141.6717948717949,648.2174908147099,0.006214017458053351,0.010146264265030257
1046,"POLYGON ((-8.663553 41.159779366666676, -8.662782583333334 41.159779366666676, -8.662782583333334 41.16054865000001, -8.663553 41.16054865000001, -8.663553 41.159779366666676))",0,0.0018199343245331166,2,112,0,0.020447888026879076,1,1,0.002459577404396507,141.6717948717949,648.2174908147099,0.005860071578923793,0.010862453042949957
1047,"POLYGON ((-8.663553 41.16054865000001, -8.662782583333334 41.16054865000001, -8.662782583333334 41.16131793333334, -8.663553 41.16131793333334, -8.663553 41.16054865000001))",0,0.0018841195319785338,2,49,0,0.019687628910761222,1,1,0.0026789690140346144,26.88636363636364,648.2174908147099,0.005590210957119233,0.011585451539702757
1048,"POLYGON ((-8.663553 41.16131793333334, -8.662782583333334 41.16131793333334, -8.662782583333334 41.16208721666668, -8.663553 41.16208721666668, -8.663553 41.16131793333334))",0,0.001126793794138282,2,49,0,0.018928099037947267,1,1,0.001909816226289669,26.88636363636364,648.2174908147099,0.005417016879613505,0.012314060351520472
1049,"POLYGON ((-8.663553 41.16208721666668, -8.662782583333334 41.16208721666668, -8.662782583333334 41.16285650000001, -8.663553 41.16285650000001, -8.663553 41.16208721666668))",1,0.00041595167038120895,2,49,0,0.01816938986169317,1,1,0.0011408394944411727,26.88636363636364,648.2174908147099,0.00534988587698888,0.013047339613775622
1050,"POLYGON ((-8.663553 41.16285650000001, -8.662782583333334 41.16285650000001, -8.662782583333334 41.163625783333345, -8.663553 41.163625783333345, -8.663553 41.16285650000001))",1,0.0002744229904790903,2,46,0,0.01741160866767377,1,1,0.0003731289051674104,26.88636363636364,648.2174908147099,0.005392780323125976,0.01378454400215083
1051,"POLYGON ((-8.663553 41.163625783333345, -8.662782583333334 41.163625783333345, -8.662782583333334 41.16439506666668, -8.663553 41.16439506666668, -8.663553 41.163625783333345))",1,0.0003743769217500686,2,112,0,0.016654882123272926,1,1,0.0003999011160325924,439.2755411255412,648.2174908147099,0.005543146581507145,0.014525075882457768
1052,"POLYGON ((-8.663553 41.16439506666668, -8.662782583333334 41.16439506666668, -8.662782583333334 41.16516435000001, -8.663553 41.16516435000001, -8.663553 41.16439506666668))",0,0.0007862195864334458,2,49,0,0.01589936081664637,1,1,0.0011586362163728801,439.2755411255412,648.2174908147099,0.005047223548148604,0.015268451104449667
1053,"POLYGON ((-8.663553 41.16516435000001, -8.662782583333334 41.16516435000001, -8.662782583333334 41.165933633333346, -8.663553 41.165933633333346, -8.663553 41.16516435000001))",0,0.0014542884787871616,2,49,0,0.01514522511915239,1,1,0.0019173713167061597,439.2755411255412,648.2174908147099,0.004416836255744635,0.016014273713173918
1054,"POLYGON ((-8.663553 41.165933633333346, -8.662782583333334 41.165933633333346, -8.662782583333334 41.16670291666668, -8.663553 41.16670291666668, -8.663553 41.165933633333346))",0,0.002082127751656248,2,68,0,0.01439269283821369,1,1,0.0026761064170534553,439.2755411255412,648.2174908147099,0.0038374487838830564,0.01676221702777613
1055,"POLYGON ((-8.663553 41.16670291666668, -8.662782583333334 41.16670291666668, -8.662782583333334 41.16747220000001, -8.663553 41.16747220000001, -8.663553 41.16670291666668))",0,0.002777909525344057,2,68,0,0.013642029323184712,1,1,0.0034348415173937425,439.2755411255412,648.2174908147099,0.0033357424243682953,0.01751200932234083
1056,"POLYGON ((-8.663553 41.16747220000001, -8.662782583333334 41.16747220000001, -8.662782583333334 41.16824148333335, -8.663553 41.16824148333335, -8.663553 41.16747220000001))",0,0.003275366898267411,1,68,0,0.012893560977021183,1,1,0.004193576617727022,46.80687645687646,648.2174908147099,0.0029515988156323465,0.018263422872475805
1057,"POLYGON ((-8.663553 41.16824148333335, -8.662782583333334 41.16824148333335, -8.662782583333334 41.16901076666668, -8.663553 41.16901076666668, -8.663553 41.16824148333335))",0,0.00298978257638814,1,40,0,0.012147693566080617,1,1,0.00495231171806731,46.80687645687646,648.2174908147099,0.0027350113910213102,0.019016265491050694
1058,"POLYGON ((-8.663553 41.16901076666668, -8.662782583333334 41.16901076666668, -8.662782583333334 41.169780050000014, -8.663553 41.169780050000014, -8.663553 41.16901076666668))",0,0.0025264385831740245,1,40,0,0.011404937394670932,1,1,0.005711046818414605,189.76850897517176,648.2174908147099,0.002726212160394972,0.01977037392482864
1059,"POLYGON ((-8.663553 41.169780050000014, -8.662782583333334 41.169780050000014, -8.662782583333334 41.17054933333335, -8.663553 41.17054933333335, -8.663553 41.169780050000014))",0,0.0022384319665678808,1,40,0,0.010665942465226999,1,1,0.006469781918747885,1.4373809523809522,648.2174908147099,0.002927075651880987,0.02052560865656124
1060,"POLYGON ((-8.663553 41.17054933333335, -8.662782583333334 41.17054933333335, -8.662782583333334 41.17131861666668, -8.663553 41.17131861666668, -8.663553 41.17054933333335))",0,0.001701235792678111,3,46,0,0.009931548422095907,1,1,0.007228517019088173,1.4373809523809522,648.2174908147099,0.003299530980924204,0.02128184977888964
1061,"POLYGON ((-8.663553 41.17131861666668, -8.662782583333334 41.17131861666668, -8.662782583333334 41.172087900000015, -8.663553 41.172087900000015, -8.663553 41.17131861666668))",0,0.0009489767831981004,3,46,0,0.009202856792491424,1,1,0.007987252119435467,1.4373809523809522,648.2174908147099,0.003793366738169488,0.022038993692869616
